Name,Price,positive_ratio,total_reviews,Achievements,Metacritic_score,platform_count,is_free,Average_playtime_forever,Peak_CCU,Hours_watched,Avg_viewers,Peak_viewers,Streamers,watch_per_stream_hour,streaming_popularity,community_engagement,success
Darwin Project,0.0,0.8136373483535528,18464,14,74,1,1,232,23,6009443,1361.6666666666667,200629,50159,23.698971503387572,15.608842789752646,70.89910786866702,0
Alone in the Dark,9.99,0.39362912400455063,879,0,55,1,0,152,4,1506896,2028.0,51943,4938,54.32017591290869,14.225563127562138,51.63112804612211,0
Yakuza: Like a Dragon,59.99,0.9630974346765073,16801,63,83,1,0,4992,1439,9041683,3093.25,41207,12804,45.721640413643144,16.01735599820564,78.19693486161779,1
Metin2,0.0,0.6986959505833905,14570,0,80,1,1,615,151,47410078,1100.2711864406779,38238,96610,38.675394788578664,17.674345401192035,67.14797994900525,0
Move or Die,14.99,0.8999904479893017,20938,66,80,3,0,395,79,202884,273.0,32211,319,159.12470588235294,12.220394595037723,55.84708124678957,1
Pillars of Eternity II: Deadfire,39.99,0.874806800618238,14881,55,88,3,0,1953,1045,1731365,2330.0,23893,2196,66.88163943292,14.364421250283252,74.50022211849758,1
The Surge 2,29.99,0.7779581236812205,6161,57,76,1,0,726,99,1707098,1179.0,52272,1870,123.46119910320388,14.350305996579909,61.72245978848726,0
Kerbal Space Program,9.99,0.9492270992366412,104800,0,88,3,0,3508,4116,8196322,416.6296296296296,36181,37448,30.453070080922622,15.919196197032427,69.75882332188546,1
RIFT,0.0,0.747704250686358,10563,0,84,1,1,1261,265,209568,282.0,4272,629,27.191903464383028,12.252808319727269,52.306235657733694,0
Borderlands 3,59.99,0.8433191300230924,103497,81,81,1,0,2389,6557,30876081,2839.5333333333333,360940,220282,16.081250309243988,17.245492396832784,91.82126954556631,0
Golf Gang,6.99,0.9014778325123153,406,48,80,1,0,93,85,1223718,1646.0,61735,693,724.5222024866785,14.017405140534597,44.50554109625055,0
HeXen: Beyond Heretic,4.99,0.88996138996139,518,0,80,1,0,6,2,172767,232.0,104627,22,1745.121212121212,12.059704933018013,34.07936847513398,1
The Ascent,29.99,0.7642629400990435,14741,66,80,1,0,584,331,769332,1035.0,18351,8880,15.580460934019198,13.55327918466636,66.64325397929123,0
NBA Playgrounds,0.0,0.707658321060383,1358,13,67,1,1,162,1,299213,402.0,39807,2684,45.19151185621507,12.608914315431624,43.27935430637702,0
Stories Untold,9.99,0.8727015558698727,4242,13,81,2,0,119,8,136187,183.0,37433,135,314.51963048498845,11.821791563089139,43.560493164377625,1
SCP: Secret Laboratory,0.0,0.9151340792044041,140775,35,80,1,1,894,4118,3134545,1408.6666666666667,117217,8282,82.44029772237126,14.957994904975301,85.961349852045,1
DESOLATE,24.99,0.677737123557557,7106,72,80,1,0,461,42,300153,447.0,37986,1880,38.481153846153845,12.612050955261187,54.142406896011444,0
Use Your Words,14.99,0.8822652757078987,671,22,80,2,0,325,23,466947,321.0,44273,864,177.88457142857143,13.053973181414868,37.593822362161326,1
Hellpoint,34.99,0.7481481481481481,3510,42,64,3,0,381,209,973262,1309.0,46559,2475,46.616629945397065,13.788409622691482,58.5969477531651,0
HALF DEAD 2,2.49,0.8464849354375896,2091,42,80,1,0,180,7,303233,408.0,25071,615,234.51894818252126,12.622260063666614,45.98011933113518,0
World of Warships,0.0,0.8063418095347678,104292,44,81,1,1,4216,12765,175776002,2293.904761904762,62728,416206,33.638275632688774,18.98472103219166,89.41743751876092,0
Crea,14.99,0.7724189902034665,1327,49,80,2,0,1115,6,177699,247.0,11489,255,116.3713163064833,12.087852014142742,39.64943319423655,0
Blasphemous,24.99,0.9025115110925074,23890,45,77,3,0,690,709,1673409,1154.5,22993,5989,47.900644053241734,14.330374018683315,71.09593278893408,1
Blair Witch,29.99,0.7779690189328744,5229,25,69,1,0,311,14,2568596,1170.0,132970,24489,33.440906132014064,14.758870393408998,60.49695844690531,0
Madden NFL 21,0.0,0.4990313831848121,5162,28,80,1,1,1359,117,25185436,3463.5,109879,277093,10.3931055514358,17.041776488609525,69.67934219566521,0
Pineview Drive,3.99,0.648014440433213,554,20,58,2,0,574,3,144779,201.0,17921,48,746.2835051546392,11.882970627847133,33.542774319108425,0
PICO PARK,4.99,0.9234482289754572,14709,0,80,1,0,171,485,6178809,2091.25,199044,25285,98.84671007374938,15.63663625425816,73.37313349090874,1
Street Fighter V,19.99,0.6496034038976729,38074,45,89,1,0,2735,2997,186700486,2874.674157303371,249613,413465,56.84625184133269,19.045016216971323,83.99924951452626,0
Comedy Night,4.99,0.7503493838140007,7871,0,80,2,0,139,19,570191,390.5,32797,2124,91.64111218257796,13.25372842519743,53.55714266718397,0
Into the Breach,10.04,0.9447322970639033,15054,70,90,3,0,966,3540,1343382,944.0,39128,5117,53.37871021575873,14.110701617275996,65.90473663934951,1
Resident Evil 6,7.49,0.8015409208836709,38159,70,69,1,0,2228,1230,416217,560.0,10703,2474,36.71315162741466,12.938964440444735,66.77566366558445,0
Shenmue I & II,29.99,0.8829926054806437,2299,55,80,1,0,205,27,374583,504.0,10227,889,58.29178338001867,12.833571355853557,48.18221785114568,1
Ragnarok Online,0.0,0.7469752761704366,1901,0,79,1,1,59,49,8064599,581.5263157894736,11508,18102,22.560653829906872,15.902994671287294,48.077886813535635,0
World War Z: Aftermath,39.99,0.8382917466410749,8336,35,80,1,0,976,1447,818846,1138.0,59249,1880,66.80639634494574,13.615652532196636,63.54144345503876,0
WAKFU,0.0,0.751535137593814,8794,36,76,3,1,1917,619,1167012,1623.0,10626,1613,35.663356049261985,13.969958050881026,67.13957129728593,0
Pathfinder: Wrath of the Righteous,49.99,0.8471526986172374,20177,89,83,2,0,5264,6238,2968802,4129.0,48925,2577,52.64393375181757,14.90366939923731,82.53053494930964,0
Total Lockdown,5.99,0.7708066581306018,781,0,80,1,0,568,6,531250,715.0,43182,216,459.161624891962,13.182989881571933,43.79290238309547,0
We Were Here Together,12.99,0.8556765163297045,9645,22,77,2,0,327,263,1636189,1107.5,44222,3743,92.10701418599415,14.307880926320776,64.31883344681277,1
Realm Royale,0.0,0.7545754061208555,52509,22,80,1,1,826,989,30869829,2839.133333333333,195317,272734,18.79813600864707,17.245289889498487,86.42409156049908,0
Weed Shop 3,19.99,0.9407149084568439,2294,25,80,1,0,363,758,2066064,1418.5,99754,2058,104.07858546168958,14.541156389928668,56.16641091595673,1
Chivalry 2,39.99,0.8193803559657218,12136,41,82,1,0,1086,3703,8204612,2265.4,81189,48461,37.325077906421306,15.920207115031985,72.65492203068669,0
God's Basement,14.99,0.7440305635148042,1047,18,80,1,0,111,2,360652,485.0,30643,286,485.39973082099596,12.795671556211376,43.0228469220403,0
Return of the Obra Dinn,19.99,0.9680621241314883,17127,16,89,2,0,538,145,518904,365.5,48512,811,146.87347863005945,13.159476101077377,57.55495146310924,1
FAR: Lone Sails,14.99,0.9426728771049803,11164,14,80,2,0,156,26,400639,539.0,33860,1212,115.02698822853861,12.900818547453817,58.64081656999262,1
GreedFall,34.99,0.7821021636154142,15622,63,72,1,0,610,290,1824843,2538.0,64452,6046,37.634164449668994,14.417005061893098,75.70237459665368,0
Trove,0.0,0.8061935661070484,87381,19,80,1,1,2014,2478,859903,170.71428571428572,17482,11662,8.47629327340115,13.664576034091855,58.54950556624354,0
Resident Evil,4.99,0.9257170001781367,16841,44,82,1,0,466,429,3306360,502.3333333333333,160038,23549,44.20976627266406,15.01135874680402,60.54293534498479,1
It Takes Two,39.99,0.9603196443691787,94480,20,89,1,0,932,10627,35675064,3259.4,227571,228154,30.396758139372402,17.38996254332972,92.67576286708439,1
Minion Masters,0.0,0.9132667031763417,58432,38,80,2,1,2463,970,2443477,667.4,14840,11317,23.894281355733312,14.708932992173198,71.3952702075676,1
BioShock Infinite,29.99,0.9514468813437885,125615,80,94,3,0,719,545,866885,602.5,28179,1825,82.24715370018976,13.672662759228116,75.17454466652693,1
Orcs Must Die! 3,29.99,0.8441096215446672,8429,38,80,1,0,778,578,981887,1321.0,44463,2092,74.19427232884993,13.797232527878913,64.96636585936649,0
TEKKEN 7,39.99,0.821934509986066,68896,42,82,1,0,2754,6230,118747258,1983.5853658536585,236556,593004,30.991575316617244,18.592507918507366,84.59065494092563,0
Barn Finders,19.99,0.831980763450556,3327,33,80,1,0,758,34,480523,668.0,34790,934,85.33528680518558,13.08263245411599,52.76273367368714,0
Halcyon 6: Starbase Commander,14.99,0.8402457757296466,1302,69,71,3,0,537,3,117101,162.0,4786,279,90.14703618167822,11.670800628859256,36.534539130001036,0
Knight Online,0.0,0.49309266915397804,9917,0,80,1,1,1100,1332,56112989,1167.9848484848485,24124,67316,49.5182914937384,17.842877894491313,65.00267776275436,0
Deus Ex: Mankind Divided,29.99,0.7474865179805426,36901,81,83,3,0,787,439,2635172,1776.0,86681,9585,66.60024768114843,14.784459392451383,78.68803945895242,0
Tropico 6,39.99,0.8692549645556547,21301,40,78,3,0,1149,1350,2274935,1562.5,30684,4385,81.0306322350846,14.637462478103348,73.30085357282012,1
Rabi-Ribi,17.99,0.9710649298995724,10057,220,80,1,0,4001,67,100594,144.0,17014,462,34.16915760869565,11.518857833623336,45.86619337770883,1
GET EVEN,29.99,0.7658402203856749,1452,40,75,1,0,369,4,222109,308.0,37566,767,75.57298400816605,12.310928033632555,41.74666897795898,0
Hello Neighbor,29.99,0.7992066895368782,9328,17,38,1,0,925,142,914154,617.5,49840,2021,133.80474238875877,13.725755420303582,58.75117232423972,0
The Turing Test,19.99,0.8745000689560061,7251,15,74,1,0,187,21,141741,197.0,26029,598,62.46848832084619,11.861763782607579,47.007577884615046,1
PlanetSide 2,0.0,0.8187246238356819,66992,0,84,1,1,1706,2883,306933,206.0,37730,3086,13.82456535447257,12.634388019743668,59.25900256800496,0
Furi,19.99,0.9090164773308771,9771,33,76,1,0,403,43,754592,1015.0,39313,8757,32.247521367521365,13.533933810031472,63.60929012183124,1
Phoning Home,9.99,0.6914660831509847,914,52,61,1,0,157,2,153199,228.0,31826,135,272.5960854092527,11.939499536288627,37.052137734053126,0
Post Scriptum,29.99,0.7659771871418436,18323,0,80,1,0,942,669,1104919,743.0,43662,2535,78.53013503909027,13.91528349212307,64.90357630306949,0
Condemned: Criminal Origins,14.95,0.863013698630137,2847,0,78,1,0,200,10,156162,210.0,9644,190,215.99170124481327,11.958655612527963,42.57067194344617,1
Spelunky,14.99,0.9227117737514208,14957,20,90,1,0,496,128,294685,201.0,15893,1207,60.28743862520458,12.5936656616591,51.02838561753901,1
Next Day: Survival,9.99,0.6304326304326304,10101,35,80,1,0,931,25,340346,458.0,41708,1744,41.67842272838599,12.737720964381543,56.512838222154635,0
Total War: WARHAMMER II,59.99,0.9293588126544223,115754,152,87,3,0,12635,19068,20740269,837.4117647058823,38377,57546,34.494102483077484,16.847587779003,78.48422356925772,1
FINAL FANTASY,11.99,0.9416224412433661,3957,24,80,1,0,440,149,675710,909.0,164287,223,371.06534870950026,13.4235207488217,56.439128318982185,1
"Yes, Your Grace",19.99,0.8502943650126157,5945,35,80,2,0,379,89,583076,784.0,37177,795,157.46043748312178,13.27607453208313,57.927951065328145,1
Stilt Fella,9.99,0.9197930142302717,773,18,80,1,0,148,4,1632057,2196.0,63244,776,537.3911755021403,14.305352353090372,51.1828350098196,1
Miscreated,29.99,0.6666982832210946,31629,29,80,1,0,1505,155,4777346,655.5,44700,13297,48.12864943281417,15.37939592946601,67.21659332212066,0
Crusader Kings II,0.0,0.9007394096506216,67892,161,82,3,1,2309,3708,123517,166.0,3290,369,39.05058488776478,11.724142173417672,56.941203445545256,1
Home Sweet Home,16.99,0.8757080973008997,3001,0,80,1,0,139,21,871103,593.0,40288,1842,123.57823804795007,13.677516651691745,51.139959941911385,1
Drawful 2,9.99,0.8077455048409405,2892,10,80,3,0,68,79,513925,351.0,33320,2648,67.70188380977473,13.149834565201195,46.73342957571201,0
NBA 2K21,59.99,0.4154547092589256,38849,50,80,1,0,7843,2725,86615263,9161.23076923077,151940,686324,11.866497614856977,18.27698661666144,96.4053298341896,0
BPM: BULLETS PER MINUTE,19.99,0.9180633147113594,8592,28,80,1,0,600,116,708614,985.0,68600,3276,54.39996929218486,13.471067639690729,62.44758686061751,1
Warhammer: Vermintide 2,29.99,0.8347774937218615,88402,26,82,1,0,2032,5603,6786899,1858.4,77418,43862,22.66129425395585,15.730504841526958,85.74147343184583,0
Hunt: Showdown,19.99,0.8296489722833589,134035,37,81,1,0,6074,20564,143983430,2959.1641791044776,135761,670580,18.354073486185122,18.78520878842008,94.36426868869782,0
Marvel's Avengers,39.99,0.6653789896110716,26663,50,80,1,0,1946,741,9392669,6481.5,200219,47738,20.52728325720655,16.055440155813976,89.44560676894382,0
Quantum Break,39.99,0.8551730273107375,22482,42,66,1,0,410,105,1235417,1718.0,63330,6411,40.899721909554394,14.02691993231749,74.64780462114035,1
Starbound,14.99,0.9279408771751297,157232,51,81,3,0,4476,2673,1822775,357.42857142857144,26630,12270,28.720496013613587,14.41587117172824,70.37773935235015,1
My Friend Pedro,19.99,0.9603574796048047,24393,30,81,1,0,294,41,1136909,783.5,49741,9071,50.30793397937962,13.943824613926875,67.33091685162171,1
The Evil Within,19.99,0.8461198515114018,22628,71,68,1,0,558,277,2716347,524.5714285714286,18349,18576,26.366413325179813,14.814798889055183,62.81392418324539,0
Football Manager 2020,0.0,0.8911424496910156,31555,97,84,2,1,22882,6001,13091086,1633.0,25275,23865,41.20749668699065,16.387442174927337,76.64786717631365,1
Dark Roll: Free Kick Challenge,0.0,0.8072289156626506,83,26,80,1,1,151,0,1067746,1437.0,95455,448,959.340521114106,13.881061379053312,32.21650677594859,0
Max Payne 3,6.99,0.8524010467007709,42419,67,87,1,0,928,384,1963537,1321.0,22400,951,372.7998860831593,14.490258506008754,76.5791270998349,1
Inside the Backrooms,4.99,0.8388375165125496,757,11,80,1,0,325,696,3112358,1408.3333333333333,68090,30232,37.277319982752836,14.95089151752415,48.07823688853431,0
Kingdoms and Castles,9.99,0.9265715069997255,21858,12,80,3,0,716,556,318350,428.0,50067,931,96.93970767356882,12.670909826637034,60.56830824117863,1
We Were Here Forever,17.99,0.8953869909283922,5181,39,80,1,0,654,758,3796703,2579.0,92450,8432,73.45424469896301,15.149643879893915,67.1880522676105,1
L.A. Noire,6.99,0.8519941986947063,27580,60,83,1,0,807,441,1721275,783.6666666666666,39455,3739,83.0691086337532,14.358576434212297,68.15148949084671,1
Secret of Mana,39.99,0.6966845878136201,2232,37,80,1,0,558,21,698324,500.5,110775,4020,27.09938297954907,13.456439889424841,47.94457096048337,0
Battlerite,0.0,0.8439462037259409,58294,0,85,1,1,954,274,10570354,906.3125,52855,86462,21.79103979153868,16.173563942902113,74.73332288304675,0
Dungreed,9.99,0.9232312424769292,7477,16,80,3,0,3532,269,2601610,1852.0,34086,4137,118.63246694026448,14.771641426493971,67.11698419395078,1
Otaku's Adventure,6.99,0.9409909074039711,5389,27,80,2,0,269,17,403777,561.0,22487,187,470.6025641025641,12.908620500959616,54.4021675483449,1
Shoppe Keep 2,9.99,0.5751346059716104,2043,36,80,1,0,443,19,218392,293.0,35249,594,103.74916864608076,12.294051471057182,43.324018606964714,0
BIOMUTANT,59.99,0.6733101724873529,16407,46,66,1,0,1015,196,6248809,4221.0,182158,35173,22.85692495647212,15.647901603584202,81.02234022470866,0
Revelation Online,0.0,0.46727748691099474,764,0,80,1,1,1030,16,335243,229.0,3359,3330,9.613805167617791,12.722613903892048,36.108171385751234,0
Hades,24.99,0.9862458794473551,193542,49,93,2,0,2075,6396,30988478,2353.6111111111113,125095,207161,23.06512365642219,17.24912604821095,94.51474472089765,1
Operation: Tango,19.99,0.8950089928057554,4448,30,80,1,0,249,140,1031992,1435.0,46732,3482,75.64814543322093,13.847002442054904,61.06794029609611,1
Beyond: Two Souls,19.99,0.8891647855530475,13290,45,76,1,0,467,251,496277,333.5,21301,953,281.9755681818182,13.114891532565613,55.19007106168923,1
Minecraft Dungeons,19.99,0.9138774711293796,5109,94,80,1,0,900,504,10181857,6898.5,199475,83121,20.180795271657693,16.136118067167637,75.47756430590228,1
Dreadnought,0.0,0.6636971046770601,5837,0,80,1,1,1383,77,837982,383.3333333333333,61103,2546,58.14474049403275,13.638753092862267,51.61235107615296,0
Risk of Rain 2,24.99,0.9643705002858499,206402,118,85,1,0,3323,9730,16599781,1751.3846153846155,93049,165356,19.81630401953961,16.624900120710418,91.39925852631141,1
Heroes of Hammerwatch,11.99,0.8855567509413663,7436,114,80,2,0,1612,426,482577,649.0,6490,1256,49.66827912721285,13.086897844727014,57.73717484633578,1
A Hat in Time,29.99,0.980490347140397,44132,46,79,2,0,1147,326,995893,450.6666666666667,28625,7530,24.031587075601458,13.811396105200307,65.37771515119043,1
Marvel's Guardians of the Galaxy,59.99,0.9512238461196748,22511,59,80,1,0,1427,419,5134974,3490.0,106269,13887,42.77184623714131,15.451585532783772,81.75730907126308,1
Immortal Redneck,19.95,0.9133170220202727,2861,44,70,3,0,389,21,402083,541.0,39176,923,89.93133527175128,12.904416300996937,50.10575934779665,1
Unrailed!,19.99,0.9328313702102281,13414,48,77,3,0,433,390,601192,809.0,34357,652,218.93372177713036,13.306671293413265,63.64947581910367,1
WWE 2K22,38.99,0.7196277495769882,5910,54,80,1,0,1929,1080,7343445,4978.5,144561,44337,28.663050987708772,15.809318772707199,73.93248310437826,0
CARRION,19.99,0.9440197435743093,16613,21,75,3,0,196,79,1147402,1544.0,62570,4965,55.17151512237342,13.953011685753427,71.35713544889371,1
Arma 3,29.99,0.9036557300438229,226822,120,74,1,0,12276,19634,86370290,2152.418181818182,55686,369888,23.098032996620752,18.274154320476217,94.64520437447648,1
ShootMania Storm,19.99,0.8553921568627451,816,0,76,1,0,307,12,899847,605.0,147354,295,434.28909266409266,13.709981139154225,42.962224910662506,1
I am Setsuna,39.99,0.7307949231796927,1497,50,80,1,0,815,10,160401,215.0,12510,1786,26.926473056907838,11.985438443164746,39.30342381720858,0
ROMANCE OF THE THREE KINGDOMS XIV,59.99,0.586747387626472,12058,47,80,1,0,6140,3447,415378,559.0,9236,157,153.10652414301512,12.936946635463071,59.467207037287714,0
Ghost of a Tale,24.99,0.9242800397219464,4028,20,75,1,0,542,29,384265,260.5,49826,1267,61.938265635074146,12.85909030009152,46.20849332471997,1
The Awesome Adventures of Captain Spirit,0.0,0.927239400701307,12548,0,79,1,1,523,34,407823,567.0,33924,6394,34.27948222240901,12.918590987769376,59.85311295820448,1
Graveyard Keeper,19.99,0.8589330339357503,27611,125,69,3,0,1787,1200,5758935,1574.6,48576,10841,63.89232817440506,15.566263293386601,75.28785703322174,1
Kingdom: New Lands,14.99,0.867165163844293,9094,34,80,3,0,493,109,205401,276.0,34957,775,58.41894197952218,12.232724313527534,51.26561960881746,1
METAL GEAR SURVIVE,29.99,0.6534839924670434,4779,51,54,1,0,1415,59,790974,1178.0,44890,4957,25.21113023522662,13.581021640687746,59.91894330180495,0
King of Crabs,0.0,0.7911045812742086,7487,72,80,1,1,0,68,573802,772.0,68536,1231,178.8102212527267,13.260041410818278,59.32751857910613,0
Armored Warfare,0.0,0.6861924686192469,3346,0,80,1,1,743,287,129391,186.0,1907,1233,10.980227427019688,11.770601835335603,42.45473437184479,0
Gold Rush: The Game,9.99,0.7170436655895269,12069,42,80,1,0,1417,538,474402,638.0,42726,1587,34.97250276446738,13.069812450423061,60.71327192557084,0
Pillars of Eternity,29.99,0.8807409529265731,20946,48,89,3,0,1892,1035,947593,652.5,16860,1627,71.34952187335291,13.761681419461159,64.49769226623326,1
Warface,0.0,0.6775864500660316,77993,67,62,1,1,1501,1740,843280,567.0,27927,8492,19.000495696453516,13.645055514774112,71.44011120073789,0
Satisfactory,29.99,0.9717827239951133,100683,0,80,1,0,5109,22538,33188611,1896.6666666666667,68953,146172,21.978586702497875,17.317717362996436,86.95539538378675,1
Crusader Kings III,49.99,0.930088104581958,76954,97,91,3,0,4888,20093,12963461,3009.1666666666665,64778,21022,63.53641095514429,16.377645342845266,90.11751411408841,1
Wartales,27.99,0.9086692258477287,6252,48,80,1,0,1302,5199,3613157,2491.0,47782,4313,69.25737013609354,15.100092740145097,68.36053600465218,1
Ranch Simulator,24.99,0.8487012987012987,9240,0,80,1,0,920,693,3954356,1343.5,49322,7282,94.50685913675254,15.190328566952584,65.78061242601981,0
Suspects: Mystery Mansion,4.99,0.8345498783454988,822,0,80,1,0,269,87,1956135,2632.0,62685,691,561.1402753872634,14.486481656812177,52.87043183952406,0
Remothered: Tormented Fathers,19.99,0.7508493771234428,1766,10,77,1,0,230,6,306195,456.0,10964,839,99.86790606653621,12.631980698763112,45.794493344493425,0
Mist Survival,10.99,0.8026016260162602,9225,0,80,1,0,505,134,307401,413.0,32268,1062,58.58604917095483,12.63591161624634,55.01483585756872,0
Portal 2,9.99,0.9879511687829952,301938,51,95,3,0,874,2693,2701115,409.77777777777777,175214,31422,27.958090526119673,14.8091755789092,75.93566633040693,1
I'm on Observation Duty 5,9.99,0.9612068965517241,232,10,80,3,0,146,66,763732,1027.0,31755,1358,148.01007751937985,13.545973530627744,37.80497099095147,0
As Dusk Falls,29.99,0.8682926829268293,205,50,80,1,0,0,276,2472757,3328.0,68701,7570,91.83528931144619,14.720844684861236,43.21135199777789,0
Sniper Elite 5,39.99,0.7525569711107124,5573,62,80,1,0,1656,3004,3640642,2488.5,109276,27884,31.334871110728578,15.10767087236409,67.45288480297319,0
Vanquish,19.99,0.8868059275129441,5601,50,78,1,0,214,26,202305,272.0,39075,999,65.81164606376058,12.217536681638412,48.414672070328,1
Dread Hunger,29.99,0.6120965896086061,34952,26,80,1,0,5916,28085,13126870,1993.4444444444443,68993,6506,177.8419498184577,16.390171908663287,79.48971324960291,0
The Underground Man,1.99,0.8121301775147929,1352,28,80,2,0,165,2,232615,323.0,15741,332,166.62965616045847,12.35714430431917,41.67962105889465,0
Portal 2,9.99,0.9867537313432836,155440,51,95,3,0,0,0,2701115,409.77777777777777,175214,31422,27.958090526119673,14.8091755789092,71.93992766237801,1
Cities: Skylines,29.99,0.9342088842964893,200331,116,85,3,0,3530,21775,18229643,630.425,85206,121509,28.86766694642829,16.71855961821403,78.71519693578087,1
Monster Hunter: World,29.99,0.8553756442383006,358757,100,88,1,0,10717,24736,157894904,3875.1428571428573,169921,1102635,17.48646626758435,18.877440211447514,105.68193333571176,1
Murder House,11.99,0.9658362989323843,1405,7,80,1,0,198,4,607620,817.0,53311,655,327.5579514824798,13.317306611318477,48.61471895969408,1
Last Tide,24.99,0.6395147313691508,1154,0,80,1,0,609,0,356133,479.0,59571,1057,108.41187214611872,12.783062343506149,43.53664825172783,0
Propnight,19.99,0.6761734465802414,11185,0,80,1,0,888,418,9531025,4301.666666666667,124168,21297,75.14862531439971,16.070062929856448,78.00058295174907,0
Children of Morta,7.47,0.9066785264250241,13491,45,82,3,0,559,768,801244,548.0,25610,2429,64.90959170447181,13.593922046947936,59.989083817718765,1
Indivisible,39.99,0.7264448336252189,2855,29,78,3,0,551,14,626849,843.0,19248,2210,35.98031224888073,13.34846255654417,53.616674232010844,0
Close to the Sun,19.99,0.7482517482517482,715,27,66,1,0,0,4,343108,461.0,26494,867,99.02106782106782,12.745803459921914,40.33324123760408,0
Deadside,19.99,0.7868954273736511,25762,27,80,1,0,1192,1104,1382600,1922.0,34454,6331,22.030657446062655,14.139477065768029,76.80128613457971,0
Slime Rancher,19.99,0.9787270803187699,92606,57,81,3,0,860,1630,1214983,408.25,37991,19360,17.897401526087855,14.010241465945798,68.78055639874127,1
60 Seconds!,8.99,0.8401928068223953,10788,56,80,2,0,246,43,2834105,424.8888888888889,56904,3786,307.7872502172024,14.857237101497297,56.22081099196817,0
ARK: Survival Of The Fittest,0.0,0.6323194703082972,9666,0,80,3,1,807,86,180911,251.0,4345,1222,16.476411657559197,12.105766004175026,50.7406583994198,0
The Walking Dead: Season Two,14.99,0.961,26000,40,80,2,0,610,81,201775,271.0,18345,125,34.37979212813086,12.214913450195656,56.987968725043395,1
Eternal Card Game,0.0,0.7806784430201658,6397,146,80,2,1,3238,295,10168755,557.84,18812,9045,76.559843699415,16.134830439992335,55.438224977650506,0
Battlerite Royale,0.0,0.7399824142695641,7961,0,80,1,1,392,23,7214000,2452.25,40300,18557,57.71523205299497,15.791534279064964,70.10942673345626,0
Sniper Ghost Warrior Contracts 2,39.99,0.846820809248555,6228,43,80,1,0,805,784,778271,1082.0,82154,2273,46.619803522223556,13.564831356455544,61.049500246543005,0
Maelstrom,0.0,0.8280730897009967,2408,28,80,1,1,108,6,412819,574.0,38032,916,81.85980567122745,12.93076694158825,49.48126983009349,0
Swords of Legends Online,0.0,0.6877101232723197,5354,0,80,1,1,1610,721,2175497,1463.5,34882,6516,26.117037623952555,14.59276816181356,62.58410503319483,0
AI: The Somnium Files,39.99,0.9242974574651118,5231,45,80,1,0,626,246,956665,655.0,17670,888,93.06079766536965,13.77120960220334,55.53806888408204,1
Shadow Arena,0.0,0.5591689250225835,5535,0,80,1,1,76,6,1439654,979.0,36960,2608,82.85301565377532,14.179914059514179,59.36400500425948,0
Undertale,9.99,0.966485502248462,181235,0,92,3,0,861,816,4953028,433.25,216515,52063,21.61497372876918,15.415509866590584,73.53669509842702,1
Defunct,9.99,0.8213689482470785,599,28,80,1,0,149,2,163697,220.0,110121,25,1544.311320754717,12.005778545813609,34.531667069020614,0
Core Keeper,12.99,0.903411544551605,13894,0,80,2,0,1514,5451,6033875,2742.6666666666665,54297,25928,31.831958175506717,15.612900148274539,75.52299591193362,1
ULTIMATE MARVEL VS. CAPCOM 3,24.99,0.9090684457622931,4047,47,80,1,0,814,142,2147706,294.3,120615,5735,81.67735310895607,14.579911319347723,47.244335861517406,1
The End Is Nigh,14.99,0.9371789806400632,2531,106,84,3,0,135,23,620524,835.0,36051,1383,85.00328767123288,13.338321172903813,52.73067975468513,1
Maneater,19.99,0.8962573867367039,9138,44,70,1,0,379,176,2414797,3250.0,111724,7754,48.511330306561135,14.697126197678125,73.75334398464922,1
Danganronpa 2: Goodbye Despair,19.99,0.965102523659306,20288,47,83,3,0,1903,471,1819085,417.6666666666667,14278,1585,104.66542002301496,14.41384473510723,59.8747091572354,1
Naval Action,19.99,0.6031634798278106,9989,0,80,1,0,1350,580,285354,197.0,20381,1193,20.320017090365308,12.561489298152324,48.7014484176682,0
Old School Musical,12.99,0.9136690647482014,695,13,80,1,0,67,3,227785,316.0,17067,384,176.85170807453417,12.336161870687846,37.69402576954695,1
Little Nightmares II,29.99,0.9544881737107406,20632,35,83,1,0,400,301,13141765,4716.5,125493,74228,34.36438351149509,16.391305960772375,84.03751963037519,1
Bloons TD 6,9.99,0.9751900236932255,198791,140,80,2,0,2741,16132,28101433,2575.2,101002,109805,53.91669048984941,17.151331165030353,95.81977538860133,1
Conan Exiles,15.99,0.791016827738749,79571,36,68,1,0,8250,13391,46342854,2297.5714285714284,174794,144193,28.58460868513963,17.651577684911008,87.34187810201352,0
Archvale,14.99,0.9003584229390681,1395,40,80,1,0,669,21,781919,1052.0,36237,1338,103.90950166112957,13.569507712503981,50.395553737970474,1
Skyforge,0.0,0.5940913604766633,4028,52,80,1,1,400,81,173751,241.0,44226,5370,4.84918087689431,12.065384274152157,45.56517320801098,0
This Is the Police 2,14.99,0.7506545820745216,4965,12,66,3,0,619,57,569861,766.0,19216,1314,69.39369215781782,13.253149505235365,56.530020174359734,0
Arma Reforger,29.99,0.5788643533123028,6340,0,80,1,0,547,227,2185332,1504.5,35295,6946,49.87179077569091,14.597278777645704,64.0577638059643,0
Team Fortress 2,0.0,0.935615009950294,880376,520,92,3,1,9916,107702,9278894,396.34375,78576,131019,13.530739438057408,16.043253024396737,81.92059811632868,1
